epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,1422.95,1.0348,0.87593,1.42162,0.62325,0.51262,0.55177,0.32633,1.58984,1.46538,2.07125,0.000576033,0.000576033,0.000576033
39,1460.71,0.97539,0.77046,1.34921,0.50921,0.71355,0.64271,0.35693,1.6271,1.39505,2.08958,0.000567034,0.000567034,0.000567034
40,1498.61,0.92789,0.75903,1.28875,0.58678,0.51729,0.57371,0.34717,1.63197,1.40752,2.12027,0.000558035,0.000558035,0.000558035
41,1536.33,0.99311,0.81039,1.3866,0.53502,0.61764,0.58054,0.35474,1.59766,1.45864,2.03138,0.000549036,0.000549036,0.000549036
42,1574.64,0.96526,0.78385,1.33898,0.63798,0.54329,0.60683,0.38254,1.59765,1.54478,2.05063,0.000540037,0.000540037,0.000540037
43,1612.66,0.91732,0.72873,1.29138,0.6727,0.575,0.61823,0.37387,1.58489,1.53637,2.05456,0.000531038,0.000531038,0.000531038
44,1650.54,0.96974,0.79887,1.34121,0.63018,0.66688,0.71269,0.39769,1.61251,1.36268,2.04251,0.000522039,0.000522039,0.000522039
45,1688.6,0.95798,0.76262,1.31302,0.5863,0.62878,0.64196,0.39126,1.52372,1.33367,2.00677,0.00051304,0.00051304,0.00051304
46,1726.44,0.9486,0.76099,1.32159,0.69775,0.51913,0.60844,0.36246,1.57384,1.46774,2.05486,0.00050404,0.00050404,0.00050404
47,1764.39,0.97475,0.84169,1.38851,0.70515,0.51492,0.60201,0.35189,1.51653,1.4857,2.0232,0.000495041,0.000495041,0.000495041
48,1802.24,0.93944,0.74727,1.3139,0.54066,0.72647,0.6755,0.36785,1.56662,1.43717,2.03796,0.000486042,0.000486042,0.000486042
49,1840.44,0.92927,0.7371,1.28716,0.70572,0.69043,0.70854,0.40977,1.57376,1.42573,2.10459,0.000477043,0.000477043,0.000477043
50,1878.75,0.91797,0.72745,1.28397,0.54287,0.74733,0.64707,0.40653,1.55654,1.41647,2.03963,0.000468044,0.000468044,0.000468044
51,1916.7,0.8906,0.71107,1.31989,0.60378,0.56349,0.584,0.36596,1.56714,1.45019,1.99704,0.000459045,0.000459045,0.000459045
52,1954.74,0.91745,0.7445,1.32483,0.62188,0.5999,0.66042,0.41216,1.56018,1.43988,1.98115,0.000450046,0.000450046,0.000450046
53,1992.75,0.87028,0.69196,1.27006,0.62784,0.69796,0.67531,0.39456,1.57585,1.37444,1.99086,0.000441047,0.000441047,0.000441047
54,2030.48,0.86894,0.7051,1.28464,0.70953,0.63434,0.7122,0.40641,1.61389,1.36683,2.07788,0.000432048,0.000432048,0.000432048
55,2068.41,0.82681,0.63209,1.22076,0.72766,0.61394,0.66571,0.40224,1.61111,1.31649,2.14849,0.000423049,0.000423049,0.000423049
56,2106.36,0.81764,0.63323,1.24365,0.74864,0.61577,0.70743,0.39281,1.62881,1.39198,2.20233,0.000414049,0.000414049,0.000414049
57,2144.29,0.87157,0.66098,1.26421,0.70651,0.60837,0.66669,0.36693,1.64399,1.54396,2.12732,0.00040505,0.00040505,0.00040505
58,2180.36,0.84159,0.68166,1.23048,0.57215,0.65965,0.66078,0.37154,1.57922,1.42766,2.04187,0.000396051,0.000396051,0.000396051
59,2215.06,0.85808,0.64462,1.28251,0.71085,0.51773,0.6487,0.37168,1.55504,1.29376,2.0183,0.000387052,0.000387052,0.000387052
60,2249.76,0.81088,0.62226,1.20564,0.71365,0.60721,0.67692,0.40301,1.59171,1.32202,2.05304,0.000378053,0.000378053,0.000378053
61,2284.29,0.8129,0.61381,1.21946,0.72759,0.57716,0.68092,0.39319,1.5453,1.40798,2.00137,0.000369054,0.000369054,0.000369054
62,2318.84,0.84291,0.65792,1.26345,0.72505,0.52424,0.6494,0.37013,1.52486,1.34675,2.00744,0.000360055,0.000360055,0.000360055
63,2354.46,0.78897,0.57738,1.18993,0.67825,0.5704,0.63825,0.37011,1.56384,1.43278,2.04061,0.000351056,0.000351056,0.000351056
64,2389.38,0.80836,0.65285,1.23301,0.67619,0.49575,0.58567,0.32284,1.63524,1.55169,2.12472,0.000342057,0.000342057,0.000342057
65,2424.89,0.80346,0.59154,1.20658,0.58343,0.60681,0.59167,0.3467,1.69895,1.62945,2.18512,0.000333058,0.000333058,0.000333058
66,2460.13,0.74241,0.55378,1.16949,0.54292,0.67884,0.60002,0.37185,1.62743,1.60704,2.14592,0.000324058,0.000324058,0.000324058
67,2496.04,0.72401,0.54548,1.16626,0.67269,0.52615,0.63165,0.38292,1.63215,1.39191,2.12331,0.000315059,0.000315059,0.000315059
68,2531.75,0.7703,0.57986,1.17882,0.627,0.54843,0.62894,0.37324,1.60715,1.54219,2.13581,0.00030606,0.00030606,0.00030606
69,2566.93,0.77892,0.63005,1.21836,0.61701,0.53176,0.66328,0.39764,1.57081,1.47986,2.09853,0.000297061,0.000297061,0.000297061
70,2601.42,0.75033,0.56574,1.19584,0.68999,0.57332,0.68959,0.41158,1.60513,1.42689,2.09439,0.000288062,0.000288062,0.000288062
71,2635.83,0.75719,0.59134,1.20536,0.77224,0.61098,0.67948,0.41166,1.56796,1.37518,2.09515,0.000279063,0.000279063,0.000279063
72,2670.12,0.74218,0.57977,1.13444,0.70354,0.70351,0.6619,0.40329,1.53797,1.45721,2.09872,0.000270064,0.000270064,0.000270064
73,2704.38,0.74799,0.56664,1.19778,0.64153,0.65143,0.6464,0.40002,1.55574,1.40285,2.10051,0.000261065,0.000261065,0.000261065
74,2738.64,0.71526,0.55187,1.16574,0.68037,0.67352,0.63491,0.40121,1.54546,1.40438,2.06101,0.000252066,0.000252066,0.000252066
75,2772.81,0.74606,0.56209,1.16658,0.67781,0.70691,0.65378,0.39719,1.57543,1.51688,2.09518,0.000243067,0.000243067,0.000243067
76,2807.3,0.73124,0.53068,1.16472,0.67305,0.6878,0.65339,0.39509,1.56648,1.53034,2.06528,0.000234068,0.000234068,0.000234068
77,2841.8,0.75343,0.58881,1.1943,0.58969,0.65841,0.62042,0.38148,1.55442,1.70809,2.04677,0.000225068,0.000225068,0.000225068
78,2876.22,0.66683,0.52114,1.13163,0.68163,0.53168,0.65382,0.40213,1.54923,1.4646,2.0416,0.000216069,0.000216069,0.000216069
79,2910.51,0.71964,0.51284,1.16281,0.56076,0.71653,0.6484,0.395,1.57417,1.45198,2.06107,0.00020707,0.00020707,0.00020707
80,2944.8,0.69585,0.50666,1.13399,0.55038,0.70004,0.58155,0.36634,1.57092,1.60433,2.06108,0.000198071,0.000198071,0.000198071
81,2979.29,0.67235,0.53034,1.15221,0.56325,0.7192,0.62561,0.39661,1.54776,1.57405,2.01975,0.000189072,0.000189072,0.000189072
82,3013.56,0.71929,0.53831,1.18341,0.68403,0.62953,0.71362,0.43912,1.55375,1.46701,2.03338,0.000180073,0.000180073,0.000180073
83,3047.82,0.74921,0.58957,1.18812,0.78217,0.56828,0.69226,0.42992,1.54113,1.4632,2.04077,0.000171074,0.000171074,0.000171074
84,3082.06,0.68865,0.52528,1.14173,0.70672,0.652,0.66292,0.41914,1.53276,1.52837,2.03026,0.000162075,0.000162075,0.000162075
85,3116.37,0.66384,0.50426,1.10853,0.71146,0.55857,0.64566,0.41143,1.53147,1.48171,2.05336,0.000153076,0.000153076,0.000153076
86,3150.46,0.63179,0.46051,1.08168,0.72296,0.52197,0.63792,0.40561,1.54194,1.43051,2.07048,0.000144077,0.000144077,0.000144077
87,3184.81,0.6876,0.49463,1.14109,0.71074,0.51659,0.63061,0.39111,1.54608,1.46319,2.04498,0.000135077,0.000135077,0.000135077
88,3219.06,0.69332,0.52354,1.1456,0.69358,0.57189,0.64218,0.40212,1.5692,1.47274,2.0528,0.000126078,0.000126078,0.000126078
89,3253.37,0.66169,0.5091,1.131,0.69788,0.62246,0.66795,0.42727,1.55435,1.41069,2.09477,0.000117079,0.000117079,0.000117079
90,3287.81,0.63789,0.47873,1.11886,0.80064,0.62992,0.67817,0.42088,1.56914,1.35828,2.15421,0.00010808,0.00010808,0.00010808
91,3336.38,0.58733,0.43622,1.07908,0.80914,0.57557,0.68156,0.41223,1.56046,1.47448,2.16203,9.9081e-05,9.9081e-05,9.9081e-05
92,3370.2,0.59634,0.42998,1.09341,0.74584,0.6016,0.66519,0.40875,1.54904,1.59561,2.14437,9.00819e-05,9.00819e-05,9.00819e-05
93,3404.55,0.57615,0.42378,1.08211,0.67965,0.59485,0.65374,0.41969,1.54065,1.58488,2.12633,8.10828e-05,8.10828e-05,8.10828e-05
94,3439.12,0.56725,0.42084,1.09718,0.70467,0.56374,0.68118,0.4322,1.52412,1.51632,2.09901,7.20837e-05,7.20837e-05,7.20837e-05
95,3473.21,0.56173,0.39463,1.07134,0.65383,0.64672,0.68465,0.43261,1.52656,1.49723,2.10175,6.30846e-05,6.30846e-05,6.30846e-05
96,3507.34,0.54801,0.3897,1.05754,0.68292,0.59535,0.68064,0.42635,1.52061,1.44505,2.09612,5.40855e-05,5.40855e-05,5.40855e-05
97,3541.59,0.56038,0.40646,1.05051,0.71924,0.54852,0.68498,0.42845,1.51888,1.44534,2.09106,4.50864e-05,4.50864e-05,4.50864e-05
98,3576.13,0.57526,0.41822,1.07594,0.74875,0.56127,0.67921,0.431,1.50088,1.42758,2.07565,3.60873e-05,3.60873e-05,3.60873e-05
99,3610.44,0.53711,0.37657,1.06563,0.72459,0.60712,0.66406,0.42408,1.49498,1.41624,2.0825,2.70882e-05,2.70882e-05,2.70882e-05
100,3644.78,0.53981,0.38816,1.06054,0.72967,0.5838,0.65524,0.41924,1.49522,1.4512,2.06434,1.80891e-05,1.80891e-05,1.80891e-05
